id,instrument_id,sensor_id_a,thingspeak_primary_id_a,thingspeak_primary_id_read_key_a,thingspeak_secondary_id_a,thingspeak_secondary_id_read_key_a,sensor_id_b,thingspeak_primary_id_b,thingspeak_primary_id_read_key_b,thingspeak_secondary_id_b,thingspeak_secondary_id_read_key_b
1,1,7896,432984,LFRX5G8MALZDXW14,432985,S318Z4JZ1YU7UDV6,7897,432986,UXT79OSO47BJ5RNQ,432987,T5SGTHXOTSX5GYS6
